frame,class_id,class_name,x_center,y_center,width,height
654,8,sinaran,0.847159,0.456273,0.059953,0.061151
654,8,sinaran,0.839367,0.503635,0.14988,0.131896
654,9,tambal,0.607932,0.841167,0.049198,0.111521
654,9,tambal,0.443073,0.835747,0.131875,0.115068
655,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
655,5,siger ratu agung,0.225081,0.186586,0.114651,0.136891
655,11,liman,0.449922,0.174763,0.095542,0.099359
655,11,liman,0.586867,0.185318,0.089172,0.066969
655,12,menara siger,0.770581,0.204714,0.058599,0.0535
655,12,menara siger,0.908523,0.202414,0.067516,0.058599
655,0,sembagi,0.494508,0.462661,0.197453,0.068792
655,7,sekar jagat,0.078521,0.517471,0.07074,0.059609
655,0,sembagi,0.433044,0.543466,0.065641,0.06288
655,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
655,8,sinaran,0.847159,0.456273,0.059953,0.061151
655,8,sinaran,0.839367,0.503635,0.14988,0.131896
655,9,tambal,0.607932,0.841167,0.049198,0.111521
655,9,tambal,0.443073,0.835747,0.131875,0.115068
656,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
656,5,siger ratu agung,0.225081,0.186729,0.114651,0.136198
656,11,liman,0.449922,0.174763,0.095542,0.099359
656,11,liman,0.586867,0.185318,0.089172,0.066969
656,12,menara siger,0.770674,0.204706,0.058599,0.053505
656,12,menara siger,0.908523,0.202409,0.067516,0.058599
656,0,sembagi,0.494508,0.462661,0.197453,0.068792
656,7,sekar jagat,0.078555,0.517461,0.070776,0.059682
656,0,sembagi,0.433049,0.543451,0.06563,0.062849
656,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
656,8,sinaran,0.847159,0.456273,0.059953,0.061151
656,8,sinaran,0.839367,0.503635,0.14988,0.131896
656,9,tambal,0.607932,0.841167,0.049198,0.111521
656,9,tambal,0.443073,0.835747,0.131875,0.115068
657,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
657,5,siger ratu agung,0.225081,0.186875,0.114651,0.1355
657,11,liman,0.449922,0.174763,0.095542,0.099359
657,11,liman,0.586867,0.185318,0.089172,0.066969
657,12,menara siger,0.770768,0.204695,0.058599,0.053505
657,12,menara siger,0.908523,0.202404,0.067516,0.058599
657,0,sembagi,0.494508,0.462661,0.197453,0.068792
657,7,sekar jagat,0.078594,0.517448,0.070812,0.05976
657,0,sembagi,0.433052,0.543432,0.065625,0.062813
657,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
657,8,sinaran,0.847159,0.456273,0.059953,0.061151
657,8,sinaran,0.839367,0.503635,0.14988,0.131896
657,9,tambal,0.607932,0.841167,0.049198,0.111521
657,9,tambal,0.443073,0.835747,0.131875,0.115068
658,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
658,5,siger ratu agung,0.225081,0.187023,0.114651,0.134807
658,11,liman,0.449922,0.174763,0.095542,0.099359
658,11,liman,0.586867,0.185318,0.089172,0.066969
658,12,menara siger,0.770862,0.204685,0.058599,0.053505
658,12,menara siger,0.908523,0.202393,0.067516,0.058599
658,0,sembagi,0.494508,0.462661,0.197453,0.068792
658,7,sekar jagat,0.078628,0.517432,0.070849,0.059833
658,0,sembagi,0.433055,0.543414,0.06562,0.062776
658,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
658,8,sinaran,0.847159,0.456273,0.059953,0.061151
658,8,sinaran,0.839367,0.503635,0.14988,0.131896
658,9,tambal,0.607932,0.841167,0.049198,0.111521
658,9,tambal,0.443073,0.835747,0.131875,0.115068
659,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
659,5,siger ratu agung,0.225081,0.187167,0.114651,0.134115
659,11,liman,0.449922,0.174763,0.095542,0.099359
659,11,liman,0.586867,0.185318,0.089172,0.066969
659,12,menara siger,0.770951,0.204677,0.058599,0.0535
659,12,menara siger,0.908523,0.202388,0.067516,0.058599
659,0,sembagi,0.494508,0.462661,0.197453,0.068792
659,7,sekar jagat,0.078661,0.517419,0.070885,0.059911
659,0,sembagi,0.433057,0.543398,0.065615,0.062745
659,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
659,8,sinaran,0.847159,0.456273,0.059953,0.061151
659,8,sinaran,0.839367,0.503635,0.14988,0.131896
659,9,tambal,0.607932,0.841167,0.049198,0.111521
659,9,tambal,0.443073,0.835747,0.131875,0.115068
660,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
660,5,siger ratu agung,0.225081,0.187312,0.114651,0.133417
660,11,liman,0.449922,0.174763,0.095542,0.099359
660,11,liman,0.586867,0.185318,0.089172,0.066969
660,12,menara siger,0.771044,0.204667,0.058599,0.0535
660,12,menara siger,0.908523,0.202383,0.067516,0.058599
660,0,sembagi,0.494508,0.462661,0.197453,0.068792
660,7,sekar jagat,0.078701,0.517406,0.070922,0.05999
660,0,sembagi,0.43306,0.54338,0.065609,0.062708
660,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
660,8,sinaran,0.847159,0.456273,0.059953,0.061151
660,8,sinaran,0.839367,0.503635,0.14988,0.131896
660,9,tambal,0.607932,0.841167,0.049198,0.111521
660,9,tambal,0.443073,0.835747,0.131875,0.115068
661,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
661,5,siger ratu agung,0.225081,0.187461,0.114651,0.132724
661,11,liman,0.449922,0.174763,0.095542,0.099359
661,11,liman,0.586867,0.185318,0.089172,0.066969
661,12,menara siger,0.771138,0.204659,0.058599,0.053505
661,12,menara siger,0.908523,0.202372,0.067516,0.058599
661,0,sembagi,0.494508,0.462661,0.197453,0.068792
661,7,sekar jagat,0.078734,0.517393,0.070958,0.060057
661,0,sembagi,0.433063,0.543365,0.065604,0.062677
661,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
661,8,sinaran,0.847159,0.456273,0.059953,0.061151
661,8,sinaran,0.839367,0.503635,0.14988,0.131896
661,9,tambal,0.607932,0.841167,0.049198,0.111521
661,9,tambal,0.443073,0.835747,0.131875,0.115068
662,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
662,5,siger ratu agung,0.225081,0.187604,0.114651,0.132031
662,11,liman,0.449922,0.174763,0.095542,0.099359
662,11,liman,0.586867,0.185318,0.089172,0.066969
662,12,menara siger,0.771232,0.204648,0.058599,0.053505
662,12,menara siger,0.908523,0.202367,0.067516,0.058599
662,0,sembagi,0.494508,0.462661,0.197453,0.068792
662,7,sekar jagat,0.078771,0.51738,0.07099,0.060135
662,0,sembagi,0.433065,0.543346,0.065599,0.062641
662,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
662,8,sinaran,0.847159,0.456273,0.059953,0.061151
662,8,sinaran,0.839367,0.503635,0.14988,0.131896
662,9,tambal,0.607932,0.841167,0.049198,0.111521
662,9,tambal,0.443073,0.835747,0.131875,0.115068
663,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
663,5,siger ratu agung,0.225081,0.18775,0.114651,0.131333
663,11,liman,0.449922,0.174763,0.095542,0.099359
663,11,liman,0.586867,0.185318,0.089172,0.066969
663,12,menara siger,0.771326,0.204638,0.058599,0.053505
663,12,menara siger,0.908523,0.202362,0.067516,0.058599
663,0,sembagi,0.494508,0.462661,0.197453,0.068792
663,7,sekar jagat,0.078807,0.517367,0.071031,0.060214
663,0,sembagi,0.433068,0.543331,0.065594,0.062609
663,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
663,8,sinaran,0.847159,0.456273,0.059953,0.061151
663,8,sinaran,0.839367,0.503635,0.14988,0.131896
663,9,tambal,0.607932,0.841167,0.049198,0.111521
663,9,tambal,0.443073,0.835747,0.131875,0.115068
664,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
664,5,siger ratu agung,0.225081,0.187898,0.114651,0.130641
664,11,liman,0.449922,0.174763,0.095542,0.099359
664,11,liman,0.586867,0.185318,0.089172,0.066969
664,12,menara siger,0.771419,0.20463,0.058599,0.0535
664,12,menara siger,0.908523,0.202357,0.067516,0.058599
664,0,sembagi,0.494508,0.462661,0.197453,0.068792
664,7,sekar jagat,0.078844,0.517352,0.071063,0.060286
664,0,sembagi,0.43307,0.543313,0.065589,0.062573
664,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
664,8,sinaran,0.847159,0.456273,0.059953,0.061151
664,8,sinaran,0.839367,0.503635,0.14988,0.131896
664,9,tambal,0.607932,0.841167,0.049198,0.111521
664,9,tambal,0.443073,0.835747,0.131875,0.115068
665,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
665,5,siger ratu agung,0.225081,0.188042,0.114651,0.129948
665,11,liman,0.449922,0.174763,0.095542,0.099359
665,11,liman,0.586867,0.185318,0.089172,0.066969
665,12,menara siger,0.771513,0.20462,0.058599,0.0535
665,12,menara siger,0.908523,0.202346,0.067516,0.058599
665,0,sembagi,0.494508,0.462661,0.197453,0.068792
665,7,sekar jagat,0.078872,0.517339,0.071089,0.060365
665,0,sembagi,0.433073,0.543297,0.065583,0.062542
665,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
665,8,sinaran,0.847159,0.456273,0.059953,0.061151
665,8,sinaran,0.839367,0.503635,0.14988,0.131896
665,9,tambal,0.607932,0.841167,0.049198,0.111521
665,9,tambal,0.443073,0.835747,0.131875,0.115068
666,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
666,5,siger ratu agung,0.225081,0.188188,0.114651,0.12925
666,11,liman,0.449922,0.174763,0.095542,0.099359
666,11,liman,0.586867,0.185318,0.089172,0.066969
666,12,menara siger,0.771607,0.204612,0.058599,0.053505
666,12,menara siger,0.908523,0.202341,0.067516,0.058599
666,0,sembagi,0.494508,0.462661,0.197453,0.068792
666,7,sekar jagat,0.078904,0.517328,0.07112,0.060437
666,0,sembagi,0.433076,0.543279,0.065578,0.062505
666,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
666,8,sinaran,0.847159,0.456273,0.059953,0.061151
666,8,sinaran,0.839367,0.503635,0.14988,0.131896
666,9,tambal,0.607932,0.841167,0.049198,0.111521
666,9,tambal,0.443073,0.835747,0.131875,0.115068
667,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
667,5,siger ratu agung,0.225081,0.188333,0.114651,0.128552
667,11,liman,0.449922,0.174763,0.095542,0.099359
667,11,liman,0.586867,0.185318,0.089172,0.066969
667,12,menara siger,0.771698,0.204602,0.058594,0.053505
667,12,menara siger,0.908523,0.202336,0.067516,0.058599
667,0,sembagi,0.494508,0.462661,0.197453,0.068792
667,7,sekar jagat,0.078935,0.517312,0.071141,0.06051
667,0,sembagi,0.433078,0.543263,0.065573,0.062474
667,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
667,8,sinaran,0.847159,0.456273,0.059953,0.061151
667,8,sinaran,0.839367,0.503635,0.14988,0.131896
667,9,tambal,0.607932,0.841167,0.049198,0.111521
667,9,tambal,0.443073,0.835747,0.131875,0.115068
668,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
668,5,siger ratu agung,0.225081,0.188482,0.114651,0.127859
668,11,liman,0.449922,0.174763,0.095542,0.099359
668,11,liman,0.586867,0.185318,0.089172,0.066969
668,12,menara siger,0.771789,0.204594,0.058599,0.0535
668,12,menara siger,0.908523,0.202326,0.067516,0.058599
668,0,sembagi,0.494508,0.462661,0.197453,0.068792
668,7,sekar jagat,0.078966,0.517299,0.071172,0.060589
668,0,sembagi,0.433081,0.543245,0.065568,0.062437
668,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
668,8,sinaran,0.847159,0.456273,0.059953,0.061151
668,8,sinaran,0.839367,0.503635,0.14988,0.131896
668,9,tambal,0.607932,0.841167,0.049198,0.111521
668,9,tambal,0.443073,0.835747,0.131875,0.115068
669,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
669,5,siger ratu agung,0.225081,0.188625,0.114651,0.127167
669,11,liman,0.449922,0.174763,0.095542,0.099359
669,11,liman,0.586867,0.185318,0.089172,0.066969
669,12,menara siger,0.771883,0.204583,0.058599,0.0535
669,12,menara siger,0.908523,0.20232,0.067516,0.058599
669,0,sembagi,0.494508,0.462661,0.197453,0.068792
669,7,sekar jagat,0.078997,0.517286,0.071193,0.060667
669,0,sembagi,0.433086,0.543229,0.065557,0.062406
669,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
669,8,sinaran,0.847159,0.456273,0.059953,0.061151
669,8,sinaran,0.839367,0.503635,0.14988,0.131896
669,9,tambal,0.607932,0.841167,0.049198,0.111521
669,9,tambal,0.443073,0.835747,0.131875,0.115068
670,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
670,5,siger ratu agung,0.225081,0.188771,0.114651,0.126469
670,11,liman,0.449922,0.174763,0.095542,0.099359
670,11,liman,0.586867,0.185318,0.089172,0.066969
670,12,menara siger,0.771977,0.204576,0.058599,0.053505
670,12,menara siger,0.908523,0.202315,0.067516,0.058599
670,0,sembagi,0.494508,0.462661,0.197453,0.068792
670,7,sekar jagat,0.079026,0.517271,0.071219,0.06074
670,0,sembagi,0.433089,0.543211,0.065552,0.06237
670,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
670,8,sinaran,0.847159,0.456273,0.059953,0.061151
670,8,sinaran,0.839367,0.503635,0.14988,0.131896
670,9,tambal,0.607932,0.841167,0.049198,0.111521
670,9,tambal,0.443073,0.835747,0.131875,0.115068
671,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
671,5,siger ratu agung,0.225081,0.188919,0.114651,0.125776
671,11,liman,0.449922,0.174763,0.095542,0.099359
671,11,liman,0.586867,0.185318,0.089172,0.066969
671,12,menara siger,0.77207,0.204565,0.058599,0.053505
671,12,menara siger,0.908523,0.202305,0.067516,0.058599
671,0,sembagi,0.494508,0.462661,0.197453,0.068792
671,7,sekar jagat,0.07906,0.517258,0.071245,0.060818
671,0,sembagi,0.433091,0.543195,0.065547,0.062339
671,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
671,8,sinaran,0.847159,0.456273,0.059953,0.061151
671,8,sinaran,0.839367,0.503635,0.14988,0.131896
671,9,tambal,0.607932,0.841167,0.049198,0.111521
671,9,tambal,0.443073,0.835747,0.131875,0.115068
672,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
672,5,siger ratu agung,0.225081,0.189062,0.114651,0.125083
672,11,liman,0.449922,0.174763,0.095542,0.099359
672,11,liman,0.586867,0.185318,0.089172,0.066969
672,12,menara siger,0.772164,0.204555,0.058599,0.053505
672,12,menara siger,0.908523,0.202299,0.067516,0.058599
672,0,sembagi,0.494508,0.462661,0.197453,0.068792
672,7,sekar jagat,0.079089,0.517247,0.071271,0.060891
672,0,sembagi,0.433094,0.543177,0.065542,0.062302
672,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
672,8,sinaran,0.847159,0.456273,0.059953,0.061151
672,8,sinaran,0.839367,0.503635,0.14988,0.131896
672,9,tambal,0.607932,0.841167,0.049198,0.111521
672,9,tambal,0.443073,0.835747,0.131875,0.115068
673,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
673,5,siger ratu agung,0.225081,0.189208,0.114651,0.124385
673,11,liman,0.449922,0.174763,0.095542,0.099359
673,11,liman,0.586867,0.185318,0.089172,0.066969
673,12,menara siger,0.772258,0.204547,0.058599,0.0535
673,12,menara siger,0.908523,0.202294,0.067516,0.058599
673,0,sembagi,0.494508,0.462661,0.197453,0.068792
673,7,sekar jagat,0.07912,0.517232,0.071292,0.060964
673,0,sembagi,0.433096,0.543161,0.065536,0.062271
673,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
673,8,sinaran,0.847159,0.456273,0.059953,0.061151
673,8,sinaran,0.839367,0.503635,0.14988,0.131896
673,9,tambal,0.607932,0.841167,0.049198,0.111521
673,9,tambal,0.443073,0.835747,0.131875,0.115068
674,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
674,5,siger ratu agung,0.225081,0.189357,0.114651,0.123693
674,11,liman,0.449922,0.174763,0.095542,0.099359
674,11,liman,0.586867,0.185318,0.089172,0.066969
674,12,menara siger,0.772352,0.204536,0.058599,0.0535
674,12,menara siger,0.908523,0.202289,0.067516,0.058599
674,0,sembagi,0.494508,0.462661,0.197453,0.068792
674,7,sekar jagat,0.079151,0.517219,0.071323,0.061042
674,0,sembagi,0.433099,0.543143,0.065531,0.062234
674,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
674,8,sinaran,0.847159,0.456273,0.059953,0.061151
674,8,sinaran,0.839367,0.503635,0.14988,0.131896
674,9,tambal,0.607932,0.841167,0.049198,0.111521
674,9,tambal,0.443073,0.835747,0.131875,0.115068
675,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
675,5,siger ratu agung,0.225081,0.1895,0.114651,0.123
675,11,liman,0.449922,0.174763,0.095542,0.099359
675,11,liman,0.586867,0.185318,0.089172,0.066969
675,12,menara siger,0.772445,0.204529,0.058599,0.053505
675,12,menara siger,0.908523,0.202279,0.067516,0.058599
675,0,sembagi,0.494508,0.462661,0.197453,0.068792
675,7,sekar jagat,0.07918,0.517206,0.071349,0.06112
675,0,sembagi,0.433102,0.543128,0.065526,0.062203
675,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
675,8,sinaran,0.847159,0.456273,0.059953,0.061151
675,8,sinaran,0.839367,0.503635,0.14988,0.131896
675,9,tambal,0.607932,0.841167,0.049198,0.111521
675,9,tambal,0.443073,0.835747,0.131875,0.115068
676,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
676,5,siger ratu agung,0.225081,0.189646,0.114651,0.122302
676,11,liman,0.449922,0.174763,0.095542,0.099359
676,11,liman,0.586867,0.185318,0.089172,0.066969
676,12,menara siger,0.772534,0.204518,0.058599,0.053505
676,12,menara siger,0.908523,0.202273,0.067516,0.058599
676,0,sembagi,0.494508,0.462661,0.197453,0.068792
676,7,sekar jagat,0.079214,0.51719,0.071375,0.061193
676,0,sembagi,0.433104,0.543109,0.065521,0.062167
676,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
676,8,sinaran,0.847159,0.456273,0.059953,0.061151
676,8,sinaran,0.839367,0.503635,0.14988,0.131896
676,9,tambal,0.607932,0.841167,0.049198,0.111521
676,9,tambal,0.443073,0.835747,0.131875,0.115068
677,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
677,5,siger ratu agung,0.225081,0.189794,0.114651,0.121609
677,11,liman,0.449922,0.174763,0.095542,0.099359
677,11,liman,0.586867,0.185318,0.089172,0.066969
677,12,menara siger,0.772628,0.204508,0.058599,0.053505
677,12,menara siger,0.908523,0.202268,0.067516,0.058599
677,0,sembagi,0.494508,0.462661,0.197453,0.068792
677,7,sekar jagat,0.079242,0.51718,0.071401,0.061266
677,0,sembagi,0.433107,0.543091,0.065516,0.06213
677,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
677,8,sinaran,0.847159,0.456273,0.059953,0.061151
677,8,sinaran,0.839367,0.503635,0.14988,0.131896
677,9,tambal,0.607932,0.841167,0.049198,0.111521
677,9,tambal,0.443073,0.835747,0.131875,0.115068
678,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
678,5,siger ratu agung,0.225081,0.189938,0.114651,0.120917
678,11,liman,0.449922,0.174763,0.095542,0.099359
678,11,liman,0.586867,0.185318,0.089172,0.066969
678,12,menara siger,0.772721,0.2045,0.058599,0.0535
678,12,menara siger,0.908523,0.202258,0.067516,0.058599
678,0,sembagi,0.494508,0.462661,0.197453,0.068792
678,7,sekar jagat,0.079273,0.517167,0.071422,0.061344
678,0,sembagi,0.433109,0.543076,0.06551,0.062099
678,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
678,8,sinaran,0.847159,0.456273,0.059953,0.061151
678,8,sinaran,0.839367,0.503635,0.14988,0.131896
678,9,tambal,0.607932,0.841167,0.049198,0.111521
678,9,tambal,0.443073,0.835747,0.131875,0.115068
679,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
679,5,siger ratu agung,0.225081,0.190083,0.114651,0.120219
679,11,liman,0.449922,0.174763,0.095542,0.099359
679,11,liman,0.586867,0.185318,0.089172,0.066969
679,12,menara siger,0.772815,0.20449,0.058599,0.0535
679,12,menara siger,0.908523,0.202253,0.067516,0.058599
679,0,sembagi,0.494508,0.462661,0.197453,0.068792
679,7,sekar jagat,0.079305,0.517151,0.071453,0.061417
679,0,sembagi,0.433112,0.543057,0.065505,0.062062
679,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
679,8,sinaran,0.847159,0.456273,0.059953,0.061151
679,8,sinaran,0.839367,0.503635,0.14988,0.131896
679,9,tambal,0.607932,0.841167,0.049198,0.111521
679,9,tambal,0.443073,0.835747,0.131875,0.115068
680,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
680,5,siger ratu agung,0.225081,0.190232,0.114651,0.119526
680,11,liman,0.449922,0.174763,0.095542,0.099359
680,11,liman,0.586867,0.185318,0.089172,0.066969
680,12,menara siger,0.772909,0.204482,0.058599,0.053505
680,12,menara siger,0.908523,0.202247,0.067516,0.058599
680,0,sembagi,0.494508,0.462661,0.197453,0.068792
680,7,sekar jagat,0.079336,0.517138,0.071474,0.061495
680,0,sembagi,0.433115,0.543042,0.0655,0.062031
680,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
680,8,sinaran,0.847159,0.456273,0.059953,0.061151
680,8,sinaran,0.839367,0.503635,0.14988,0.131896
680,9,tambal,0.607932,0.841167,0.049198,0.111521
680,9,tambal,0.443073,0.835747,0.131875,0.115068
681,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
681,5,siger ratu agung,0.225081,0.190375,0.114651,0.118833
681,11,liman,0.449922,0.174763,0.095542,0.099359
681,11,liman,0.586867,0.185318,0.089172,0.066969
681,12,menara siger,0.773003,0.204471,0.058599,0.053505
681,12,menara siger,0.908523,0.202237,0.067516,0.058599
681,0,sembagi,0.494508,0.462661,0.197453,0.068792
681,7,sekar jagat,0.079367,0.517125,0.071505,0.061573
681,0,sembagi,0.433117,0.543023,0.065495,0.061995
681,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
681,8,sinaran,0.847159,0.456273,0.059953,0.061151
681,8,sinaran,0.839367,0.503635,0.14988,0.131896
681,9,tambal,0.607932,0.841167,0.049198,0.111521
681,9,tambal,0.443073,0.835747,0.131875,0.115068
682,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
682,5,siger ratu agung,0.225081,0.190521,0.114651,0.118135
682,11,liman,0.449922,0.174763,0.095542,0.099359
682,11,liman,0.586867,0.185318,0.089172,0.066969
682,12,menara siger,0.773096,0.204461,0.058599,0.053505
682,12,menara siger,0.908523,0.202232,0.067516,0.058599
682,0,sembagi,0.494508,0.462661,0.197453,0.068792
682,7,sekar jagat,0.079396,0.517109,0.071531,0.061646
682,0,sembagi,0.433122,0.543008,0.065484,0.061964
682,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
682,8,sinaran,0.847159,0.456273,0.059953,0.061151
682,8,sinaran,0.839367,0.503635,0.14988,0.131896
682,9,tambal,0.607932,0.841167,0.049198,0.111521
682,9,tambal,0.443073,0.835747,0.131875,0.115068
683,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
683,5,siger ratu agung,0.225081,0.190667,0.114651,0.117438
683,11,liman,0.449922,0.174763,0.095542,0.099359
683,11,liman,0.586867,0.185318,0.089172,0.066969
683,12,menara siger,0.77319,0.204453,0.058599,0.0535
683,12,menara siger,0.908523,0.202227,0.067516,0.058599
683,0,sembagi,0.494508,0.462661,0.197453,0.068792
683,7,sekar jagat,0.079427,0.517099,0.071552,0.061719
683,0,sembagi,0.433125,0.54299,0.065479,0.061927
683,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
683,8,sinaran,0.847159,0.456273,0.059953,0.061151
683,8,sinaran,0.839367,0.503635,0.14988,0.131896
683,9,tambal,0.607932,0.841167,0.049198,0.111521
683,9,tambal,0.443073,0.835747,0.131875,0.115068
684,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
684,5,siger ratu agung,0.225081,0.190815,0.114651,0.116745
684,11,liman,0.449922,0.174763,0.095542,0.099359
684,11,liman,0.586867,0.185318,0.089172,0.066969
684,12,menara siger,0.773279,0.204445,0.058599,0.053505
684,12,menara siger,0.908523,0.202219,0.067516,0.058594
684,0,sembagi,0.494508,0.462661,0.197453,0.068792
684,7,sekar jagat,0.079458,0.517086,0.071583,0.061797
684,0,sembagi,0.433128,0.542974,0.065474,0.061896
684,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
684,8,sinaran,0.847159,0.456273,0.059953,0.061151
684,8,sinaran,0.839367,0.503635,0.14988,0.131896
684,9,tambal,0.607932,0.841167,0.049198,0.111521
684,9,tambal,0.443073,0.835747,0.131875,0.115068
685,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
685,5,siger ratu agung,0.225081,0.190958,0.114651,0.116052
685,11,liman,0.449922,0.174763,0.095542,0.099359
685,11,liman,0.586867,0.185318,0.089172,0.066969
685,12,menara siger,0.773372,0.204435,0.058599,0.053505
685,12,menara siger,0.908523,0.202211,0.067516,0.058599
685,0,sembagi,0.494508,0.462661,0.197453,0.068792
685,7,sekar jagat,0.07949,0.51707,0.071604,0.06187
685,0,sembagi,0.43313,0.542956,0.065469,0.061859
685,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
685,8,sinaran,0.847159,0.456273,0.059953,0.061151
685,8,sinaran,0.839367,0.503635,0.14988,0.131896
685,9,tambal,0.607932,0.841167,0.049198,0.111521
685,9,tambal,0.443073,0.835747,0.131875,0.115068
686,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
686,5,siger ratu agung,0.225081,0.191104,0.114651,0.115354
686,11,liman,0.449922,0.174763,0.095542,0.099359
686,11,liman,0.586867,0.185318,0.089172,0.066969
686,12,menara siger,0.773466,0.204424,0.058599,0.053505
686,12,menara siger,0.908523,0.202206,0.067516,0.058599
686,0,sembagi,0.494508,0.462661,0.197453,0.068792
686,7,sekar jagat,0.079521,0.517057,0.071635,0.061948
686,0,sembagi,0.433133,0.54294,0.065464,0.061828
686,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
686,8,sinaran,0.847159,0.456273,0.059953,0.061151
686,8,sinaran,0.839367,0.503635,0.14988,0.131896
686,9,tambal,0.607932,0.841167,0.049198,0.111521
686,9,tambal,0.443073,0.835747,0.131875,0.115068
687,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
687,5,siger ratu agung,0.225081,0.191253,0.114651,0.114661
687,11,liman,0.449922,0.174763,0.095542,0.099359
687,11,liman,0.586867,0.185318,0.089172,0.066969
687,12,menara siger,0.77356,0.204417,0.058599,0.0535
687,12,menara siger,0.908523,0.202201,0.067516,0.058599
687,0,sembagi,0.494508,0.462661,0.197453,0.068792
687,7,sekar jagat,0.079552,0.517044,0.071656,0.062026
687,0,sembagi,0.433135,0.542922,0.065458,0.061792
687,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
687,8,sinaran,0.847159,0.456273,0.059953,0.061151
687,8,sinaran,0.839367,0.503635,0.14988,0.131896
687,9,tambal,0.607932,0.841167,0.049198,0.111521
687,9,tambal,0.443073,0.835747,0.131875,0.115068
688,5,siger ratu agung,0.086229,0.188138,0.109552,0.16688
688,5,siger ratu agung,0.225081,0.191396,0.114651,0.113969
688,11,liman,0.449922,0.174763,0.095542,0.099359
688,11,liman,0.586867,0.185318,0.089172,0.066969
688,12,menara siger,0.773654,0.204406,0.058599,0.0535
688,12,menara siger,0.908523,0.20219,0.067516,0.058599
688,0,sembagi,0.494508,0.462661,0.197453,0.068792
688,7,sekar jagat,0.079581,0.517031,0.071682,0.062094
688,0,sembagi,0.433138,0.542906,0.065453,0.06176
688,7,sekar jagat,0.215865,0.496435,0.068344,0.062339
688,8,sinaran,0.847159,0.456273,0.059953,0.061151
